ts,symbol,open,high,low,close,volume
2025-04-07T04:00:00.000Z,NQ,17100,18361.5,16460,17563.25,1140389
2025-04-08T04:00:00.000Z,NQ,17665,18357.25,16973.5,17243.75,956641
2025-04-09T04:00:00.000Z,NQ,17220.25,19386.75,16735,19288.75,1086917
2025-04-10T04:00:00.000Z,NQ,19266.75,19383.5,17919,18484.5,975104
2025-04-11T04:00:00.000Z,NQ,18464.75,18873.5,18067,18807.5,667630
2025-04-14T04:00:00.000Z,NQ,19225,19256,18737.5,18934.75,570510
2025-04-15T04:00:00.000Z,NQ,18902.5,19144.75,18809,18960.25,525790
2025-04-16T04:00:00.000Z,NQ,18790,18861.25,18116.25,18385.25,683175
2025-04-17T04:00:00.000Z,NQ,18391.25,18652.75,18261.5,18380.75,629368
2025-04-21T04:00:00.000Z,NQ,18306.25,18383.5,17700,17922.25,484750
2025-04-22T04:00:00.000Z,NQ,17914,18514,17863.75,18385,619146
2025-04-23T04:00:00.000Z,NQ,18646,19165.5,18623.75,18804,733977
2025-04-24T04:00:00.000Z,NQ,18826.5,19418,18594.75,19322,599457
2025-04-25T04:00:00.000Z,NQ,19405,19589,19216.25,19535.25,587589
2025-04-28T04:00:00.000Z,NQ,19524.5,19623,19257.25,19528,514474
2025-04-29T04:00:00.000Z,NQ,19478.25,19688.5,19378,19642,565539
2025-04-30T04:00:00.000Z,NQ,19599.75,19880,19103.75,19658.5,713642
2025-05-01T04:00:00.000Z,NQ,19834,20125.75,19757.25,19870.75,588901
2025-05-02T04:00:00.000Z,NQ,19782.5,20276.75,19749.5,20195.25,517806
2025-05-05T04:00:00.000Z,NQ,20181.5,20201.75,19966,20055.5,418875
2025-05-06T04:00:00.000Z,NQ,20014.25,20036.75,19739,19876.5,514526
2025-05-07T04:00:00.000Z,NQ,19809,20133.75,19678.75,19961,597360
2025-05-08T04:00:00.000Z,NQ,19934.5,20337.25,19910.75,20148,567597
2025-05-09T04:00:00.000Z,NQ,20157,20288.75,20058,20136.75,453686
2025-05-12T04:00:00.000Z,NQ,20398.5,20996,20376.75,20948.75,638564
2025-05-13T04:00:00.000Z,NQ,20954.75,21346.5,20818,21278,526706
2025-05-14T04:00:00.000Z,NQ,21250,21419.5,21238.25,21392.5,513593
