ts,symbol,open,high,low,close,volume
2026-06-01T04:00:00.000Z,NQ,30546.5,30551.25,30543.75,30550.25,0
2026-06-01T04:01:00.000Z,NQ,30550.25,30557.0,30550.25,30556.25,131
2026-06-01T04:02:00.000Z,NQ,30556.5,30559.5,30556.0,30556.5,87
2026-06-01T04:03:00.000Z,NQ,30558.0,30559.5,30553.25,30557.25,96
2026-06-01T04:04:00.000Z,NQ,30557.0,30559.0,30556.25,30558.5,39
2026-06-01T04:05:00.000Z,NQ,30558.25,30561.0,30556.5,30556.5,52
2026-06-01T04:06:00.000Z,NQ,30556.0,30558.0,30552.0,30557.25,88
2026-06-01T04:07:00.000Z,NQ,30556.75,30559.0,30556.5,30558.0,23
2026-06-01T04:08:00.000Z,NQ,30558.25,30563.0,30557.5,30563.0,47
2026-06-01T04:09:00.000Z,NQ,30563.0,30563.0,30556.5,30558.0,85
2026-06-01T04:10:00.000Z,NQ,30557.5,30561.75,30554.0,30558.0,121
2026-06-01T04:11:00.000Z,NQ,30558.0,30558.0,30554.25,30556.5,50
2026-06-01T04:12:00.000Z,NQ,30556.5,30562.25,30556.25,30559.0,87
2026-06-01T04:13:00.000Z,NQ,30562.0,30564.25,30557.5,30558.0,103
2026-06-01T04:14:00.000Z,NQ,30557.25,30558.75,30555.0,30558.25,53
2026-06-01T04:15:00.000Z,NQ,30558.25,30558.25,30555.25,30555.25,38
2026-06-01T04:16:00.000Z,NQ,30557.0,30560.0,30557.0,30557.0,45
2026-06-01T04:17:00.000Z,NQ,30556.5,30557.25,30552.0,30552.75,49
2026-06-01T04:18:00.000Z,NQ,30555.75,30556.0,30554.0,30554.0,23
2026-06-01T04:19:00.000Z,NQ,30552.0,30554.5,30549.5,30554.25,54
2026-06-01T04:20:00.000Z,NQ,30555.0,30557.5,30552.25,30555.25,32
2026-06-01T04:21:00.000Z,NQ,30555.75,30556.5,30552.0,30553.5,18
2026-06-01T04:22:00.000Z,NQ,30553.25,30553.25,30550.75,30550.75,17
2026-06-01T04:23:00.000Z,NQ,30551.5,30559.0,30551.25,30558.0,66
2026-06-01T04:24:00.000Z,NQ,30557.5,30563.75,30556.5,30563.75,92
2026-06-01T04:25:00.000Z,NQ,30563.5,30564.5,30560.5,30563.75,63
2026-06-01T04:26:00.000Z,NQ,30563.25,30568.0,30563.25,30565.5,84
2026-06-01T04:27:00.000Z,NQ,30564.75,30565.0,30558.0,30560.75,117
2026-06-01T04:28:00.000Z,NQ,30559.0,30559.0,30555.75,30557.0,46
