ts,symbol,open,high,low,close,volume
2026-04-14 00:00:00+00:00,ES,6924.0,6925.75,6923.5,6925.25,1877
2026-04-14 01:00:00+00:00,ES,6925.25,6926.0,6921.5,6922.0,3261
2026-04-14 02:00:00+00:00,ES,6922.0,6927.5,6920.25,6926.0,7584
2026-04-14 03:00:00+00:00,ES,6926.0,6938.0,6924.75,6933.25,19120
2026-04-14 04:00:00+00:00,ES,6933.25,6940.75,6931.75,6939.75,11771
2026-04-14 05:00:00+00:00,ES,6940.0,6942.25,6932.5,6933.5,10979
2026-04-14 06:00:00+00:00,ES,6933.5,6937.25,6928.0,6929.5,14178
2026-04-14 07:00:00+00:00,ES,6929.25,6945.25,6928.0,6939.0,21655
2026-04-14 08:00:00+00:00,ES,6939.25,6949.5,6936.5,6939.75,33716
2026-04-14 09:00:00+00:00,ES,6939.75,6961.25,6937.25,6956.5,170684
2026-04-14 10:00:00+00:00,ES,6956.5,6979.0,6956.0,6977.0,183477
2026-04-14 11:00:00+00:00,ES,6977.0,6995.25,6970.75,6990.5,153827
2026-04-14 12:00:00+00:00,ES,6990.75,6999.5,6989.75,6991.25,101357
2026-04-14 13:00:00+00:00,ES,6991.5,7003.25,6991.25,6999.5,85606
2026-04-14 14:00:00+00:00,ES,6999.5,7001.5,6983.25,6989.75,116198
2026-04-14 15:00:00+00:00,ES,6989.5,7008.0,6988.75,7006.0,220380
2026-04-14 16:00:00+00:00,ES,7006.0,7007.25,7000.5,7004.25,51090
2026-04-14 18:00:00+00:00,ES,7004.0,7009.0,7001.75,7005.25,5708
2026-04-14 19:00:00+00:00,ES,7005.25,7013.75,7005.0,7008.75,6748
2026-04-14 20:00:00+00:00,ES,7008.5,7009.75,7005.0,7008.75,7149
2026-04-14 21:00:00+00:00,ES,7008.75,7012.5,7007.0,7011.25,5860
2026-04-14 22:00:00+00:00,ES,7011.25,7011.5,7003.75,7005.0,5833
2026-04-14 23:00:00+00:00,ES,7005.0,7011.0,7004.75,7010.25,4168
2026-04-15 00:00:00+00:00,ES,7008.75,7011.0,7007.25,7007.75,2926
